review,rating,date,bank,source,sentiment_label,sentiment_score,clean_text,theme
"This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says ""Temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank",1,2025-11-01,Dashen,google_play,Negative,-0.9272,bad banking app not know kind bug suddenly app stop work say temporarily unavailable simple feature like view account balance person visit help take long hour fix week later problem go stop bank altogether shame decent bank,Customer Support
The worst app ever. Extremely unreliable. Such a shame for a big bank.,1,2025-10-31,Dashen,google_play,Negative,-0.802,bad app extremely unreliable shame big bank,Other
app is too slow not opening fast,1,2025-10-31,Dashen,google_play,Neutral,0.0,app slow open fast,Transaction Performance
good,5,2025-10-30,Dashen,google_play,Positive,0.4404,good,Other
"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Dashen,google_play,Positive,0.7579,improvement know go app collapseed expect dashen bank famous great bank,Other
very nise good,5,2025-10-30,Dashen,google_play,Positive,0.4902,nise good,Other
very interesting,5,2025-10-30,Dashen,google_play,Positive,0.4576,interesting,Other
what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Dashen,google_play,Neutral,0.0,emplyee tell app come store actually app different,Other
Excellent promotion,5,2025-10-30,Dashen,google_play,Positive,0.5719,excellent promotion,Other
viry good,5,2025-10-29,Dashen,google_play,Positive,0.4404,viry good,Other
"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",5,2025-10-29,Dashen,google_play,Positive,0.9094,dashen bank super app incredibly convenient easy use fast reliable great app manage place,Other
it is the worst app ever istg 🤮🤮🤮,1,2025-10-29,Dashen,google_play,Negative,-0.6249,bad app istg,Other
"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work—highly recommended for effortless banking!",5,2025-10-28,Dashen,google_play,Positive,0.9617,dashen super app game changer sleek user friendly interface lightning fast response seamless navigation task breeze love organize layout clear feature save time daily fantastic work highly recommend effortless banking,User Interface & Experience
"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",5,2025-10-28,Dashen,google_play,Negative,-0.17,design clean modern work smoothly bug love reliable app make banking convenient,User Interface & Experience
"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",5,2025-10-28,Dashen,google_play,Positive,0.9712,true banking super app dashen super app combine great design security impressive range feature highly recommend look complete digital banking experience,User Interface & Experience
"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",5,2025-10-28,Dashen,google_play,Positive,0.6696,appreciate app allow access multiple service centralized place thank dashen bank,Other
"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",5,2025-10-28,Dashen,google_play,Positive,0.8377,app make day day payment easy work perfectly save lot time,Other
It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,5,2025-10-28,Dashen,google_play,Positive,0.8028,impressive consistently app improve month improve lot term beauty performance wise,Other
This app has replaced several others for me. It has everything I need in one place.,5,2025-10-28,Dashen,google_play,Neutral,0.0,app replace need place,Other
"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",5,2025-10-28,Dashen,google_play,Positive,0.6908,app evolve impressively time late release add dark light mode enhance usability design intuitive modern clearly build user mind set new benchmark digital banking,User Interface & Experience
"Dashen superapp just keeps improving. The new theme options are beautiful, and the overall experience is faster and smoother than ever",5,2025-10-28,Dashen,google_play,Positive,0.7717,dashen superapp keep improve new theme option beautiful overall experience fast smooth,Other
I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,5,2025-10-28,Dashen,google_play,Positive,0.8402,app month easy use user friendly thank dashen bank,Other
"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",5,2025-10-28,Dashen,google_play,Positive,0.7901,finally banking simple need super app true game changer manage finance,Other
"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌",5,2025-10-28,Dashen,google_play,Positive,0.8867,app work daily transaction good work,Other
"I appreciate how secure this app feels. Every transaction comes with confirmation, and I always get alerts immediately.",5,2025-10-28,Dashen,google_play,Positive,0.6249,appreciate secure app feel transaction come confirmation alert immediately,Other
I love the new dark theme it gives the app modern feel n make it more comfortable to use,5,2025-10-28,Dashen,google_play,Positive,0.8313,love new dark theme give app modern feel n comfortable use,Other
"This is amazing app, as it name ,truly supper.",5,2025-10-28,Dashen,google_play,Positive,0.7717,amazing app truly supper,Other
This is one of the most user friendly and impressive apps I have encountered in the banking sector,5,2025-10-28,Dashen,google_play,Positive,0.7769,user friendly impressive app encounter banking sector,Other
"Amazing UI and UX, the dark mode looks absolutely awesome!",5,2025-10-28,Dashen,google_play,Positive,0.8585,amazing ui ux dark mode look absolutely awesome,User Interface & Experience
The updated design looks amazing. I really appreciate being able to switch between dark and light mode it’s a small change that makes a big difference!,5,2025-10-28,Dashen,google_play,Positive,0.7955,update design look amazing appreciate able switch dark light mode small change make big difference,User Interface & Experience
Astonishing interface with ease of access and complete performance,5,2025-10-28,Dashen,google_play,Positive,0.3612,astonishing interface ease access complete performance,User Interface & Experience
"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",5,2025-10-28,Dashen,google_play,Positive,0.9357,rarely leave review app truly deserve efficient secure make financial task effortless definitely star experience,Other
stunning UI with reliable service!,5,2025-10-28,Dashen,google_play,Positive,0.4389,stunning ui reliable service,User Interface & Experience
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-10-27,Dashen,google_play,Positive,0.969,super ultimate digital banking app live speed efficiency innovation design seamless experience offer lightning fast transaction tier security effortless financial management super banking smooth smart super,User Interface & Experience
"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",4,2025-10-22,Dashen,google_play,Positive,0.7845,ui impressive add atm withdrawal feature cardless cash access enhance functionality require update atm system consider dev team,User Interface & Experience
convinent,5,2025-10-22,Dashen,google_play,Neutral,0.0,convinent,Other
it is Excellent April jest continue more abeaten.....,4,2025-10-19,Dashen,google_play,Positive,0.5719,excellent april jest continue abeaten,Other
I like it,5,2025-10-18,Dashen,google_play,Positive,0.3612,like,Other
abdrug bentahuuuu,3,2025-10-17,Dashen,google_play,Neutral,0.0,abdrug bentahuuuu,Other
"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,2025-10-14,Dashen,google_play,Negative,-0.8122,dashen superapp bad app consistently fail transfer try send money transaction freeze extended period day day crucially fund deliver recipient immediately refund account incredibly frustrating make feel like lose money app urgently need technical update ensure transaction process smoothly reliably,Other
Best application,5,2025-10-14,Dashen,google_play,Positive,0.6369,good application,Other
easy,5,2025-10-14,Dashen,google_play,Positive,0.4404,easy,Other
lmo,5,2025-10-13,Dashen,google_play,Neutral,0.0,lmo,Other
meseret birara,5,2025-10-12,Dashen,google_play,Neutral,0.0,meseret birara,Other
it doesn't let me open my account,1,2025-10-12,Dashen,google_play,Neutral,0.0,let open account,Other
very good,1,2025-10-11,Dashen,google_play,Positive,0.4927,good,Other
it is the best,5,2025-10-11,Dashen,google_play,Positive,0.6369,good,Other
nice and best,5,2025-10-10,Dashen,google_play,Positive,0.7906,nice good,Other
Finish the app development fully before you give the final result. It's is very inconvenient and not that reliable at the moment.,1,2025-10-08,Dashen,google_play,Negative,-0.4005,finish app development fully final result inconvenient reliable moment,Other
hayelu Beranu Bashre,5,2025-10-07,Dashen,google_play,Neutral,0.0,hayelu beranu bashre,Other
👎👎👎👎👎👎👎👎 connection not fast,5,2025-10-07,Dashen,google_play,Neutral,0.0,connection fast,Other
"@Shewangizaw L. As a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. Basically the app will do two things: verifies one using an otp and then requires an in-person visit to bank's physical branch for final verification after resetting the password. Therefore, safe to use! I wish ""i""nformational tip was added around the reset button. Could not attach screenshot.",4,2025-10-06,Dashen,google_play,Positive,0.8313,heavy user app issue raise reset pass pin concern give try find safe basically app thing verifie otp require person visit bank physical branch final verification reset password safe use wish tip add reset button attach screenshot,Account Access Issues
