review,rating,date,bank,source,sentiment_label,sentiment_score,clean_text,theme
👌👌,5,2025-09-26,Dashen,google_play,Positive,0.9055,,Other
The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,3,2025-09-26,Dashen,google_play,Positive,0.5499,app stop work update update app well keep work update optional,Other
"This is the first time i have experienced this much cool app out of all the other mobile banking platforms, im genuinely happy to see this kind of app here, tnx",5,2025-09-26,Dashen,google_play,Positive,0.7964,time experience cool app mobile banking platform m genuinely happy kind app tnx,User Interface & Experience
it can't do without data or wifi,1,2025-09-26,Dashen,google_play,Neutral,0.0,datum wifi,Other
"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.",5,2025-09-26,Dashen,google_play,Positive,0.8923,good ui banking app ethiopian bank old ui neat easy use reliable,User Interface & Experience
So nice !,5,2025-09-26,Dashen,google_play,Positive,0.5244,nice,Other
What's the problem with this app's that asking for updates on a daily basis?,1,2025-09-25,Dashen,google_play,Negative,-0.4019,problem app ask update daily basis,Other
"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",5,2025-09-25,Dashen,google_play,Positive,0.9576,wow love new ui ux great job dashen bank guy good mobile banking ethiopia,User Interface & Experience
excellent UI improvement 💯💯,5,2025-09-24,Dashen,google_play,Positive,0.7717,excellent ui improvement,User Interface & Experience
one of the best app in Ethiopia .,5,2025-09-24,Dashen,google_play,Positive,0.6369,good app ethiopia,Other
great app,5,2025-09-23,Dashen,google_play,Positive,0.6249,great app,Other
it is good but some times says duplicate transaction why? and text,5,2025-09-23,Dashen,google_play,Positive,0.2382,good time say duplicate transaction text,Other
The worst app. It needs updating everyday. Ouch 🤕,1,2025-09-19,Dashen,google_play,Negative,-0.6249,bad app need update everyday ouch,Other
safe and secure,3,2025-09-18,Dashen,google_play,Positive,0.6486,safe secure,Other
በጣም ምቹ ነው,4,2025-09-15,Dashen,google_play,Neutral,0.0,በጣም ምቹ ነው,Other
"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Dashen,google_play,Positive,0.6124,work right snmsung galaxy help,Customer Support
Your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Dashen,google_play,Negative,-0.395,staff hardworke app like employee,Other
ዳሺባክ,5,2025-09-11,Dashen,google_play,Neutral,0.0,ዳሺባክ,Other
total,5,2025-09-11,Dashen,google_play,Neutral,0.0,total,Other
dashen super app is the best,5,2025-09-10,Dashen,google_play,Positive,0.8442,dashen super app good,Other
zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,5,2025-09-09,Dashen,google_play,Neutral,0.0,zero ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ሐማሚጀየየ,Other
not werke,2,2025-09-08,Dashen,google_play,Neutral,0.0,werke,Other
what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Dashen,google_play,Negative,-0.6249,happen dashen bank far bad banking app extremely slow work service time,Transaction Performance
simple and easy to use,5,2025-09-08,Dashen,google_play,Positive,0.4404,simple easy use,Other
meke,4,2025-09-07,Dashen,google_play,Neutral,0.0,meke,Other
"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,2025-09-07,Dashen,google_play,Negative,-0.7713,great app compare freeze randomly take lot load lot error send money stop,Other
bad specialy at weekends,1,2025-09-07,Dashen,google_play,Negative,-0.5423,bad specialy weekend,Other
"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen,google_play,Positive,0.7522,disappointed dashin bank super app app allow withdraw birr transfer money use buy airtime make feel like birr long money bank money access use freely accord national bank ethiopia nbe rule birr withdrawable buy airtime transfer friend dashin bank restriction go rule unfa,Other
It is good apps but it needs strong network,5,2025-09-06,Dashen,google_play,Positive,0.7506,good app need strong network,Other
very slow,3,2025-09-06,Dashen,google_play,Neutral,0.0,slow,Transaction Performance
The app doesn't allow to switch between accounts. Why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Dashen,google_play,Negative,-0.1695,app allow switch account possible use account app account open different branch,Other
lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Dashen,google_play,Neutral,0.0,lacag inaad amaahisan somalida maxaad ku diiden,Other
Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Dashen,google_play,Positive,0.9245,dashin mobile banking wor app like ethiopian bank app amole good app flexible reliable use good app user login new device bank physically,Account Access Issues
"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",3,2025-09-04,Dashen,google_play,Neutral,-0.0027,app potential qr payment feature disappointing scanner work option select qr code gallery function make pay qr code impossible fix improve app,Feature Requests
"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Dashen,google_play,Negative,-0.3066,slow fail transaction multiple time previous app well,Transaction Performance
great 👍,5,2025-09-02,Dashen,google_play,Positive,0.6249,great,Other
"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",1,2025-09-01,Dashen,google_play,Negative,-0.6444,super idiot app force phone setting like developer option work fastly need multiple click notify receive money bad mobile app expand,Other
dashin bank,5,2025-08-30,Dashen,google_play,Neutral,0.0,dashin bank,Other
muhaammad bakko,5,2025-08-30,Dashen,google_play,Neutral,0.0,muhaammad bakko,Other
goog,5,2025-08-29,Dashen,google_play,Neutral,0.0,goog,Other
un functional app,1,2025-08-29,Dashen,google_play,Neutral,0.0,un functional app,Other
trnes far,5,2025-08-27,Dashen,google_play,Neutral,0.0,trne far,Other
shimalis,4,2025-08-25,Dashen,google_play,Neutral,0.0,shimali,Other
አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም ።,3,2025-08-24,Dashen,google_play,Neutral,0.0,አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም,Other
excellent mobile banking digital,5,2025-08-24,Dashen,google_play,Positive,0.5719,excellent mobile banking digital,Other
"Excellent, and it's truly a super app!",5,2025-08-24,Dashen,google_play,Positive,0.8955,excellent truly super app,Other
very nice app,5,2025-08-23,Dashen,google_play,Positive,0.4754,nice app,Other
can't access as will if it's super and can't even access the service when you need it's a big failure,1,2025-08-22,Dashen,google_play,Positive,0.1531,access super access service need big failure,Other
seche,1,2025-08-22,Dashen,google_play,Neutral,0.0,seche,Other
very fast bank,5,2025-08-22,Dashen,google_play,Neutral,0.0,fast bank,Other
good and well,5,2025-08-22,Dashen,google_play,Positive,0.6124,good,Other
what a bank it is,5,2025-08-22,Dashen,google_play,Neutral,0.0,bank,Other
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,2,2025-08-21,Dashen,google_play,Positive,0.8591,dashen super app contain extend selection customer easily accessible friendly use,Other
nic,5,2025-08-20,Dashen,google_play,Neutral,0.0,nic,Other
easy to use and the best one,5,2025-08-17,Dashen,google_play,Positive,0.7964,easy use good,Other
it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Dashen,google_play,Negative,-0.1627,totally work failure personally prefer dashen amole instead super dull app,Other
very good app,5,2025-08-16,Dashen,google_play,Positive,0.4927,good app,Other
The worst banking app in Ethiopia. It forces you to change your PIN every three months.,1,2025-08-16,Dashen,google_play,Negative,-0.6249,bad banking app ethiopia force change pin month,Other
አሪፍ,5,2025-08-15,Dashen,google_play,Neutral,0.0,አሪፍ,Other
best but USSD is necessary,5,2025-08-15,Dashen,google_play,Positive,0.3818,good ussd necessary,Other
"one step forward, Ethiopian bank and e commerce industry",5,2025-08-15,Dashen,google_play,Neutral,0.0,step forward ethiopian bank e commerce industry,Other
still it's essay for user,4,2025-08-15,Dashen,google_play,Neutral,0.0,essay user,Other
"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",1,2025-08-15,Dashen,google_play,Positive,0.4019,great app unfortunately struggle use outside ethiopia tell vpn enable disable vpn continue app happen vpn enable think need switch cbe need access bank account globally,Other
"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,2025-08-14,Dashen,google_play,Positive,0.8735,easy will open pls help possible email address provide app support find gmail pls respond,Customer Support
"There are plenty of features missed e. g electricity bill, water bill payments",2,2025-08-14,Dashen,google_play,Negative,-0.296,plenty feature miss g electricity bill water bill payment,Feature Requests
የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,5,2025-08-14,Dashen,google_play,Neutral,0.0,የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,Other
በጣም ችግር አለበት,1,2025-08-14,Dashen,google_play,Neutral,0.0,በጣም ችግር አለበት,Other
great 👍 app,5,2025-08-13,Dashen,google_play,Positive,0.6249,great app,Other
"its a very low quality and slow application, very unreliable in times of need",1,2025-08-13,Dashen,google_play,Negative,-0.3384,low quality slow application unreliable time need,Transaction Performance
very poor and time taking to use,1,2025-08-13,Dashen,google_play,Negative,-0.5256,poor time take use,Other
it is the best app ever i have seen Dashen bank always one step a head!!!!,5,2025-08-13,Dashen,google_play,Positive,0.7482,good app see dashen bank step head,Other
the new version is so good I like it,5,2025-08-13,Dashen,google_play,Positive,0.7583,new version good like,Other
good job my dashen super app,5,2025-08-12,Dashen,google_play,Positive,0.7783,good job dashen super app,Other
Some connection issues,3,2025-08-12,Dashen,google_play,Neutral,0.0,connection issue,Other
verry slow app 🤢,1,2025-08-12,Dashen,google_play,Neutral,0.0,verry slow app,Transaction Performance
best bauget app,5,2025-08-12,Dashen,google_play,Positive,0.6369,good bauget app,Other
its good but he said uptede me 😠🤕,2,2025-08-12,Dashen,google_play,Negative,-0.5423,good say uptede,Other
network issue,1,2025-08-12,Dashen,google_play,Neutral,0.0,network issue,Other
እንጠቀምበት,5,2025-08-12,Dashen,google_play,Neutral,0.0,እንጠቀምበት,Other
fast and easy to use great App.,5,2025-08-12,Dashen,google_play,Positive,0.7906,fast easy use great app,Other
Best Performing and Fast Financial app,5,2025-08-12,Dashen,google_play,Positive,0.6369,well performing fast financial app,Other
well done keep it up,5,2025-08-12,Dashen,google_play,Positive,0.2732,,Other
good but it takes forever to load,3,2025-08-12,Dashen,google_play,Positive,0.2382,good take forever load,Other
"It's very good, but there are some things that need to be improved by (speed & receipt view) to be competitive with the companies in the country, i.e.cbe&telebirr.",4,2025-08-12,Dashen,google_play,Positive,0.8072,good thing need improve speed receipt view competitive company country,Other
my favorite 💗💗💗,5,2025-08-11,Dashen,google_play,Positive,0.9623,favorite,Other
Good app,5,2025-08-11,Dashen,google_play,Positive,0.4404,good app,Other
"This is boring Mobile banking app, it is not work properly .so slow!",1,2025-08-11,Dashen,google_play,Negative,-0.3802,boring mobile banking app work properly slow,Transaction Performance
"improve the app, please. it is not working. It says response timeout",1,2025-08-10,Dashen,google_play,Positive,0.6369,improve app work say response timeout,Customer Support
modern perfect app interface with the best banking tools 👏,5,2025-08-09,Dashen,google_play,Positive,0.836,modern perfect app interface good banking tool,User Interface & Experience
when i tried to open the app it re-downloading something big 3GB 4GB size and after 3 hours late it will open. it's my experience Very worst app it isn't lite app not works in every situation of networks.,1,2025-08-08,Dashen,google_play,Negative,-0.659,try open app download big gb gb size hour late open experience bad app lite app work situation network,Other
"poor, glitch stack",1,2025-08-07,Dashen,google_play,Negative,-0.4767,poor glitch stack,Other
slowest banking app ever used,3,2025-08-07,Dashen,google_play,Neutral,0.0,slow banking app,Transaction Performance
Good 👍,5,2025-08-05,Dashen,google_play,Positive,0.4404,good,Other
Dashen Bank super app is the best app,5,2025-08-05,Dashen,google_play,Positive,0.8442,dashen bank super app good app,Other
would most likely rate it even less but it does have it's perks. But for the most part the whole app is filled with bugs and it stops being responsive almost everytime. Besides some new features and the new UI design I most definitely prefer the old amole Version. either fix this mess or bring back Amole,2,2025-08-01,Dashen,google_play,Positive,0.3668,likely rate perk app fill bug stop responsive everytime new feature new ui design definitely prefer old amole version fix mess bring amole,User Interface & Experience
sometimes is not working to be honest,1,2025-08-01,Dashen,google_play,Positive,0.5106,work honest,Other
Why isn't this app working?,5,2025-07-29,Dashen,google_play,Neutral,0.0,app work,Other
network error,5,2025-07-29,Dashen,google_play,Negative,-0.4019,network error,Other
fast,5,2025-07-29,Dashen,google_play,Neutral,0.0,fast,Other
100 good,5,2025-07-29,Dashen,google_play,Positive,0.4404,good,Other
It stop working most of the time.,2,2025-07-28,Dashen,google_play,Negative,-0.296,stop work time,Other
i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can't open it if u have solution's pls help me kindly tnx,1,2025-07-28,Dashen,google_play,Positive,0.9349,smothely app month work shall became like open app open u solution pls help kindly tnx,Customer Support
Best app,5,2025-07-25,Dashen,google_play,Positive,0.6369,good app,Other
"Simple for usage and well designed, attractive in its visual design, ""Always One Step Ahead""",5,2025-07-24,Dashen,google_play,Positive,0.6124,simple usage design attractive visual design step ahead,User Interface & Experience
amazing product,5,2025-07-23,Dashen,google_play,Positive,0.5859,amazing product,Other
"this app is not good and compatible with other Ethiopian bank apps, it is not fast, is stacks sometimes ,even some days it stops working at all.",1,2025-07-23,Dashen,google_play,Negative,-0.4599,app good compatible ethiopian bank app fast stack day stop work,Other
like it,5,2025-07-22,Dashen,google_play,Positive,0.3612,like,Other
Great always one step ahead and most reliable bank,5,2025-07-22,Dashen,google_play,Positive,0.6249,great step ahead reliable bank,Other
u need to start cash out service,4,2025-07-22,Dashen,google_play,Neutral,0.0,u need start cash service,Other
all in one super app,5,2025-07-21,Dashen,google_play,Positive,0.5994,super app,Other
Fayla,5,2025-07-20,Dashen,google_play,Neutral,0.0,fayla,Other
"The app even in its' first phase is too far one step booster that enables a user to perform a seamless Banking service with multi step security features at his/her comfort zone. It really assured that Dashen Bank is living the Logo ""ALWAYS ONE STEP AHEAD""",5,2025-07-20,Dashen,google_play,Positive,0.7713,app phase far step booster enable user perform seamless banking service multi step security feature comfort zone assure dashen bank live logo step ahead,Feature Requests
ይሄ App ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,5,2025-07-19,Dashen,google_play,Positive,0.4939,ይሄ app ደስ ይላል ሁላችሁም አውርዱት እላለሁ,Other
"Best App .. Good job, Dashen Bank",5,2025-07-16,Dashen,google_play,Positive,0.7964,good app good job dashen bank,Other
good application,5,2025-07-15,Dashen,google_play,Positive,0.4404,good application,Other
Excellent App ...,5,2025-07-15,Dashen,google_play,Positive,0.5719,excellent app,Other
the worst app I have ever seen,1,2025-07-14,Dashen,google_play,Negative,-0.6249,bad app see,Other
very good compared to Amole!,5,2025-07-13,Dashen,google_play,Positive,0.54,good compare amole,Other
"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,2025-07-12,Dashen,google_play,Negative,-0.1007,secure slow mobile banking app lazy app,Transaction Performance
👍😊😊😊,5,2025-07-12,Dashen,google_play,Positive,0.9517,,Other
Great application,5,2025-07-12,Dashen,google_play,Positive,0.6249,great application,Other
I am entreated app.,5,2025-07-09,Dashen,google_play,Neutral,0.0,entreat app,Other
Cannot list the number of bugs with this pile of human waste. The absolute worst banking app I have ever used. 50 steps backwards. DO NOT RECOMMEND.,1,2025-07-02,Dashen,google_play,Negative,-0.8681,list number bug pile human waste absolute bad banking app step backwards recommend,Other
best app with best bank,5,2025-07-02,Dashen,google_play,Positive,0.8555,good app good bank,Other
alway slow loading,1,2025-06-30,Dashen,google_play,Neutral,0.0,alway slow loading,Transaction Performance
"worst app ever and by any chance your account is deactivated, you are doomed",1,2025-06-27,Dashen,google_play,Negative,-0.8074,bad app chance account deactivate doom,Other
Ethiopian amazing`s Dashen Bank🤝👌,3,2025-06-25,Dashen,google_play,Positive,0.7297,ethiopian dashen bank,Other
"It's an unpredictable app, I can't make transactions, and now I can't even get the OTP! So it's going from bad to worse! Thank goodness the Amole Dashen app still exists.",1,2025-06-25,Dashen,google_play,Negative,-0.3987,unpredictable app transaction otp go bad bad thank goodness amole dashen app exist,Other
nice app but limit up to max 600000,5,2025-06-24,Dashen,google_play,Positive,0.2263,nice app limit max,Other
Super,5,2025-06-21,Dashen,google_play,Positive,0.5994,super,Other
"I would be happy if I got a withdraw system in the application. Otherwise, everything is fine for me",4,2025-06-18,Dashen,google_play,Positive,0.6705,happy get withdraw system application fine,Other
nice app but transaction limet not enough,5,2025-06-17,Dashen,google_play,Positive,0.2263,nice app transaction limet,Other
"It's an amazing application to use bank transactions in Ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,2025-06-14,Dashen,google_play,Negative,-0.2003,amazing application use bank transaction ethiopia friendly btw need ck account link lose mobile ver difficult link pls ck,Other
incredible,5,2025-06-14,Dashen,google_play,Neutral,0.0,incredible,Other
Dashen Bank My Choice🇪🇹✌️💫,4,2025-06-13,Dashen,google_play,Negative,-0.2263,dashen bank choice,Other
very simple and user friendly app Thank you Dashen Bank,5,2025-06-12,Dashen,google_play,Positive,0.6908,simple user friendly app thank dashen bank,Other
very good .,5,2025-06-09,Dashen,google_play,Positive,0.4927,good,Other
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen,google_play,Positive,0.5106,like mobile banking app overall user interface navigation awesome lack instant response deposit withdraw money,User Interface & Experience
love,3,2025-06-06,Dashen,google_play,Positive,0.6369,love,Other
መቸሸጠ,5,2025-06-03,Dashen,google_play,Neutral,0.0,መቸሸጠ,Other
gadaa,5,2025-06-01,Dashen,google_play,Neutral,0.0,gadaa,Other
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,google_play,Neutral,0.0,massive upgrade amole app,Other
very good for this app,5,2025-05-31,Dashen,google_play,Positive,0.4927,good app,Other
top,5,2025-05-31,Dashen,google_play,Positive,0.2023,,Other
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,google_play,Positive,0.2382,app well amole biometric new update work,Other
Wow,5,2025-05-30,Dashen,google_play,Positive,0.5859,wow,Other
wow to it saff and this app,5,2025-05-30,Dashen,google_play,Positive,0.5859,wow saff app,Other
it too slow,3,2025-05-29,Dashen,google_play,Neutral,0.0,slow,Transaction Performance
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,google_play,Neutral,0.0,ዳሽን ባንክ ይለያል,Other
👍👍👍,5,2025-05-28,Dashen,google_play,Neutral,0.0,,Other
nice application,5,2025-05-27,Dashen,google_play,Positive,0.4215,nice application,Other
useless app ever loading take long,1,2025-05-27,Dashen,google_play,Negative,-0.4215,useless app load long,Other
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,google_play,Positive,0.979,game changer app dashen bank super app fast secure easy use click payment make send money super quick qr code payment perfect cashless shopping love biometric login easy airtime bill payment need place dashen bank raise bar digital banking ethiopia highly recommend,Account Access Issues
very useful App,1,2025-05-26,Dashen,google_play,Positive,0.4927,useful app,Other
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,google_play,Negative,-0.6842,simple robust feature yes endless loading screen kill fun use day fix glitch yeet high rating,Feature Requests
Wawww,5,2025-05-24,Dashen,google_play,Neutral,0.0,wawww,Other
very Nice,5,2025-05-23,Dashen,google_play,Positive,0.4754,nice,Other
its best,5,2025-05-23,Dashen,google_play,Positive,0.6369,good,Other
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,google_play,Negative,-0.3412,good mobile bank app,Other
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,google_play,Positive,0.9817,good good arrive empower financial freedom experience seamless banking fingertip dashen bank empower financial freedom anytime innovation meet convenience dashen bank mobile banking innovation meet convenience secure reliable bank confidence,Other
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,google_play,Positive,0.631,change update version collect comment feed improve version superapp mot function today,Other
The best app ever in finance sector,5,2025-05-18,Dashen,google_play,Positive,0.6369,good app finance sector,Other
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen,google_play,Positive,0.5554,good app compitator confuse transfer need otp pin user inter pin instead otp know litrecy level society device base not know need otp try fix,Other
dashen bank or dashen super app?,1,2025-05-17,Dashen,google_play,Positive,0.5994,dashen bank dashen super app,Other
wowwwe app,5,2025-05-17,Dashen,google_play,Neutral,0.0,wowwwe app,Other
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen,google_play,Neutral,-0.0258,transfer bank account hastle inconvenient see try,Other
always lagging,1,2025-05-16,Dashen,google_play,Negative,-0.2732,lag,Transaction Performance
Amazing Application...,5,2025-05-16,Dashen,google_play,Positive,0.5859,amazing application,Other
Fantastic,5,2025-05-16,Dashen,google_play,Positive,0.5574,fantastic,Other
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,google_play,Neutral,-0.0321,dashen bank app good work,Other
its my choice,5,2025-05-15,Dashen,google_play,Neutral,0.0,choice,Other
wow apo,5,2025-05-15,Dashen,google_play,Positive,0.5859,wow apo,Other
awesome app keep going,5,2025-05-14,Dashen,google_play,Positive,0.6249,awesome app go,Other
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen,google_play,Positive,0.25,grow ethiopian digital banking step feture simple fast convince,Other
Game changer,5,2025-05-13,Dashen,google_play,Neutral,0.0,game changer,Other
Totally amazing,5,2025-05-13,Dashen,google_play,Positive,0.624,totally amazing,Other
super 😎,5,2025-05-13,Dashen,google_play,Positive,0.7845,super,Other
what a helpful app!!!!,5,2025-05-13,Dashen,google_play,Positive,0.6083,helpful app,Customer Support
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen,google_play,Positive,0.8176,honest good banking lifestyle app ethiopia,Other
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen,google_play,Neutral,0.0,seamless digital platform db superapp live motto step ahead,Other
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen,google_play,Positive,0.9623,amazing app super easy use good design love,User Interface & Experience
its the best ever,5,2025-05-09,Dashen,google_play,Positive,0.6369,good,Other
excellent game changer App,5,2025-05-08,Dashen,google_play,Positive,0.5719,excellent game changer app,Other
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen,google_play,Positive,0.8151,highly excited application favorable preferrable mobile app,Other
it seems me logging out within minutes,1,2025-05-03,Dashen,google_play,Neutral,0.0,log minute,Other
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen,google_play,Neutral,0.0258,nice app especially gui get error send dashen bank receipter sms notification,User Interface & Experience
yes i want dashen super open,5,2025-05-02,Dashen,google_play,Positive,0.7845,yes want dashen super open,Other
faster than this version,5,2025-05-01,Dashen,google_play,Neutral,0.0,fast version,Other
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen,google_play,Positive,0.6369,good ui mobile banking app prop design team,User Interface & Experience
bad.,1,2025-04-30,Dashen,google_play,Negative,-0.5423,bad,Other
dashen super app is secure band very easy,5,2025-04-29,Dashen,google_play,Positive,0.8588,dashen super app secure band easy,Other
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen,google_play,Positive,0.7225,fast secure mobile banking app like app,Other
best app I have ever seen,5,2025-04-29,Dashen,google_play,Positive,0.6369,good app see,Other
best of best,5,2025-04-29,Dashen,google_play,Positive,0.8555,good good,Other
waw,5,2025-04-28,Dashen,google_play,Neutral,0.0,waw,Other
best app,5,2025-04-28,Dashen,google_play,Positive,0.6369,good app,Other
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen,google_play,Neutral,0.0,slow try recent transaction stucke,Transaction Performance
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen,google_play,Positive,0.7156,wowslnwoooo wowwww amazing,Other
wow appl,5,2025-04-28,Dashen,google_play,Positive,0.5859,wow appl,Other
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,google_play,Positive,0.0772,change pin number use finger print dummy,Other
very nice,5,2025-04-26,Dashen,google_play,Positive,0.4754,nice,Other
great,4,2025-04-26,Dashen,google_play,Positive,0.6249,great,Other
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,google_play,Positive,0.5994,slow lack feature super app high rating give employee customer,Transaction Performance
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen,google_play,Positive,0.34,smooth secure experience transfer bill payment tracking expense effortless intuitive design make banking,User Interface & Experience
Very easy and Fast.,5,2025-04-24,Dashen,google_play,Positive,0.4927,easy fast,Other
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,google_play,Neutral,0.0,incomparably user friendly fast app mobile banking,Other
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,google_play,Negative,-0.7156,super app repeatedly fail transaction waste customer valuable time system upgrade time traffic demand technical difficulty reflect customer,Other
execellent,5,2025-04-24,Dashen,google_play,Neutral,0.0,execellent,Other
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen,google_play,Positive,0.923,super app total game changer fast reliable pack need place seamless super convenient love,Other
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen,google_play,Neutral,0.0,digital banking game changer,Other
it is incredible product.,5,2025-04-23,Dashen,google_play,Neutral,0.0,incredible product,Other
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen,google_play,Positive,0.8461,impressed app user friendly run smoothly feature need make task easy save lot time highly recommend,Feature Requests
"It's an amazing app, experience it!!",5,2025-04-23,Dashen,google_play,Positive,0.658,amazing app experience,Other
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen,google_play,Positive,0.7717,good banking app recommend use,Other
It is the best application!!!,5,2025-04-22,Dashen,google_play,Positive,0.7249,good application,Other
